StateCode,DistrictCode,Area Name,Age,OutOfSchoolChildren
06,071,District-Yamunanagar,8,1560
06,071,District-Yamunanagar,9,1009
06,071,District-Yamunanagar,10,1634
06,071,District-Yamunanagar,11,1232
06,071,District-Yamunanagar,12,1750
06,071,District-Yamunanagar,13,1755
06,071,District-Yamunanagar,14,2817
06,071,District-Yamunanagar,15,4330
06,071,District-Yamunanagar,16,6003
06,071,District-Yamunanagar,17,6940
06,071,District-Yamunanagar,18,12416
06,071,District-Yamunanagar,19,11076
06,072,District-Kurukshetra,5,10521
06,072,District-Kurukshetra,6,7634
06,072,District-Kurukshetra,7,1963
06,072,District-Kurukshetra,8,1122
06,072,District-Kurukshetra,9,973
06,072,District-Kurukshetra,10,1457
06,072,District-Kurukshetra,11,903
06,072,District-Kurukshetra,12,1148
06,072,District-Kurukshetra,13,1059
06,072,District-Kurukshetra,14,1503
06,072,District-Kurukshetra,15,2649
06,072,District-Kurukshetra,16,3701
06,072,District-Kurukshetra,17,4714
06,072,District-Kurukshetra,18,8509
06,072,District-Kurukshetra,19,8181
06,073,District-Kaithal,5,13733
06,073,District-Kaithal,6,8773
06,073,District-Kaithal,7,2436
06,073,District-Kaithal,8,1169
06,073,District-Kaithal,9,1059
06,073,District-Kaithal,10,1512
06,073,District-Kaithal,11,941
06,073,District-Kaithal,12,1220
06,073,District-Kaithal,13,1238
06,073,District-Kaithal,14,1868
06,073,District-Kaithal,15,3202
06,073,District-Kaithal,16,4805
06,073,District-Kaithal,17,5826
06,073,District-Kaithal,18,10970
06,073,District-Kaithal,19,10153
06,074,District-Karnal,5,18940
06,074,District-Karnal,6,12865
06,074,District-Karnal,7,4587
06,074,District-Karnal,8,2519
06,074,District-Karnal,9,2464
06,074,District-Karnal,10,4040
06,074,District-Karnal,11,2589
06,074,District-Karnal,12,2299
06,074,District-Karnal,13,2213
06,074,District-Karnal,14,3116
06,074,District-Karnal,15,4775
06,074,District-Karnal,16,6764
06,074,District-Karnal,17,8077
06,074,District-Karnal,18,14640
06,074,District-Karnal,19,13578
06,075,District-Panipat,5,18622
06,075,District-Panipat,6,13745
06,075,District-Panipat,7,4894
06,075,District-Panipat,8,3409
06,075,District-Panipat,9,2094
06,075,District-Panipat,10,3152
06,075,District-Panipat,11,2057
06,075,District-Panipat,12,2910
06,075,District-Panipat,13,2525
06,075,District-Panipat,14,3550
06,075,District-Panipat,15,4954
06,075,District-Panipat,16,6180
06,075,District-Panipat,17,6791
06,075,District-Panipat,18,13022
06,075,District-Panipat,19,11087
06,076,District-Sonipat,5,19294
06,076,District-Sonipat,6,13491
06,076,District-Sonipat,7,3824
06,076,District-Sonipat,8,2053
06,076,District-Sonipat,9,1352
06,076,District-Sonipat,10,1854
06,076,District-Sonipat,11,1326
06,076,District-Sonipat,12,1736
06,076,District-Sonipat,13,1728
06,076,District-Sonipat,14,2371
06,076,District-Sonipat,15,3824
06,076,District-Sonipat,16,5051
06,076,District-Sonipat,17,6161
06,076,District-Sonipat,18,12289
06,076,District-Sonipat,19,11369
06,077,District-Jind,5,18809
06,077,District-Jind,6,12428
06,077,District-Jind,7,3006
06,077,District-Jind,8,1626
06,077,District-Jind,9,975
06,077,District-Jind,10,1468
06,077,District-Jind,11,1077
06,077,District-Jind,12,1587
06,077,District-Jind,13,1600
06,077,District-Jind,14,2523
06,077,District-Jind,15,4230
06,077,District-Jind,16,5708
06,077,District-Jind,17,6782
06,077,District-Jind,18,13442
06,077,District-Jind,19,11788
06,078,District-Fatehabad,5,12844
06,078,District-Fatehabad,6,8952
06,078,District-Fatehabad,7,2813
06,078,District-Fatehabad,8,1439
06,078,District-Fatehabad,9,908
06,078,District-Fatehabad,10,1344
06,078,District-Fatehabad,11,937
06,078,District-Fatehabad,12,1402
06,078,District-Fatehabad,13,1618
06,078,District-Fatehabad,14,2333
06,078,District-Fatehabad,15,3939
06,078,District-Fatehabad,16,5374
06,078,District-Fatehabad,17,6256
06,078,District-Fatehabad,18,11268
06,078,District-Fatehabad,19,9454
06,079,District-Sirsa,5,16452
06,079,District-Sirsa,6,11096
06,079,District-Sirsa,7,3421
06,079,District-Sirsa,8,2165
06,079,District-Sirsa,9,1428
06,079,District-Sirsa,10,2168
06,079,District-Sirsa,11,1612
06,079,District-Sirsa,12,2333
06,079,District-Sirsa,13,2656
06,079,District-Sirsa,14,3596
06,079,District-Sirsa,15,5835
06,079,District-Sirsa,16,7733
06,079,District-Sirsa,17,8498
06,079,District-Sirsa,18,15715
06,079,District-Sirsa,19,12933
06,080,District-Hisar,5,22825
06,080,District-Hisar,6,15533
06,080,District-Hisar,7,4584
06,080,District-Hisar,8,2390
06,080,District-Hisar,9,1755
06,080,District-Hisar,10,2583
06,080,District-Hisar,11,1863
06,080,District-Hisar,12,2228
06,080,District-Hisar,13,2246
06,080,District-Hisar,14,3373
06,080,District-Hisar,15,5588
06,080,District-Hisar,16,7227
06,080,District-Hisar,17,8629
06,080,District-Hisar,18,16658
06,080,District-Hisar,19,14562
06,081,District-Bhiwani,5,20693
06,081,District-Bhiwani,6,13045
06,081,District-Bhiwani,7,2969
06,081,District-Bhiwani,8,1484
06,081,District-Bhiwani,9,928
06,081,District-Bhiwani,10,1585
06,081,District-Bhiwani,11,1053
06,081,District-Bhiwani,12,1437
06,081,District-Bhiwani,13,1451
06,081,District-Bhiwani,14,2170
06,081,District-Bhiwani,15,3938
06,081,District-Bhiwani,16,5457
06,081,District-Bhiwani,17,6690
06,081,District-Bhiwani,18,13630
06,081,District-Bhiwani,19,12330
06,082,District-Rohtak,5,14828
06,082,District-Rohtak,6,10501
06,082,District-Rohtak,7,2410
06,082,District-Rohtak,8,1203
06,082,District-Rohtak,9,630
06,082,District-Rohtak,10,980
06,082,District-Rohtak,11,623
06,082,District-Rohtak,12,1034
06,082,District-Rohtak,13,909
06,082,District-Rohtak,14,1348
06,082,District-Rohtak,15,2417
06,082,District-Rohtak,16,3199
06,082,District-Rohtak,17,3654
06,082,District-Rohtak,18,7951
06,082,District-Rohtak,19,6771
06,083,District-Jhajjar,5,10919
06,083,District-Jhajjar,6,7147
06,083,District-Jhajjar,7,1702
06,083,District-Jhajjar,8,893
06,083,District-Jhajjar,9,635
06,083,District-Jhajjar,10,922
06,083,District-Jhajjar,11,696
06,083,District-Jhajjar,12,879
06,083,District-Jhajjar,13,813
06,083,District-Jhajjar,14,1135
06,083,District-Jhajjar,15,1824
06,083,District-Jhajjar,16,2499
06,083,District-Jhajjar,17,3206
06,083,District-Jhajjar,18,6663
06,083,District-Jhajjar,19,6783
06,084,District-Mahendragarh,5,11624
06,084,District-Mahendragarh,6,7743
06,084,District-Mahendragarh,7,1595
06,084,District-Mahendragarh,8,705
06,084,District-Mahendragarh,9,504
06,084,District-Mahendragarh,10,857
06,084,District-Mahendragarh,11,628
06,084,District-Mahendragarh,12,673
06,084,District-Mahendragarh,13,708
06,084,District-Mahendragarh,14,932
06,084,District-Mahendragarh,15,1689
06,084,District-Mahendragarh,16,2372
06,084,District-Mahendragarh,17,3182
06,084,District-Mahendragarh,18,6807
06,084,District-Mahendragarh,19,6503
06,085,District-Rewari,5,13115
06,085,District-Rewari,6,9326
06,085,District-Rewari,7,2246
06,085,District-Rewari,8,1029
06,085,District-Rewari,9,660
06,085,District-Rewari,10,970
06,085,District-Rewari,11,586
06,085,District-Rewari,12,810
06,085,District-Rewari,13,728
06,085,District-Rewari,14,986
06,085,District-Rewari,15,1545
06,085,District-Rewari,16,2190
06,085,District-Rewari,17,2848
06,085,District-Rewari,18,6326
06,085,District-Rewari,19,6167
06,086,District-Gurgaon,5,20361
06,086,District-Gurgaon,6,14741
06,086,District-Gurgaon,7,4403
06,086,District-Gurgaon,8,2465
06,086,District-Gurgaon,9,1780
06,086,District-Gurgaon,10,2576
06,086,District-Gurgaon,11,1614
06,086,District-Gurgaon,12,2115
06,086,District-Gurgaon,13,1786
06,086,District-Gurgaon,14,2298
06,086,District-Gurgaon,15,3328
06,086,District-Gurgaon,16,4160
06,086,District-Gurgaon,17,5055
06,086,District-Gurgaon,18,11242
06,086,District-Gurgaon,19,10669
06,087,District-Mewat ,5,31369
06,087,District-Mewat ,6,25213
06,087,District-Mewat ,7,12670
06,087,District-Mewat ,8,10362
06,087,District-Mewat ,9,6896
06,087,District-Mewat ,10,9534
06,087,District-Mewat ,11,6632
06,087,District-Mewat ,12,10021
06,087,District-Mewat ,13,9400
06,087,District-Mewat ,14,12686
06,087,District-Mewat ,15,13698
06,087,District-Mewat ,16,15356
06,087,District-Mewat ,17,12756
06,087,District-Mewat ,18,20009
06,087,District-Mewat ,19,13565
06,088,District-Faridabad,5,23857
06,088,District-Faridabad,6,17153
06,088,District-Faridabad,7,6923
06,088,District-Faridabad,8,4624
06,088,District-Faridabad,9,3270
06,088,District-Faridabad,10,4335
06,088,District-Faridabad,11,3221
06,088,District-Faridabad,12,3831
06,088,District-Faridabad,13,3615
06,088,District-Faridabad,14,4625
06,088,District-Faridabad,15,6022
06,088,District-Faridabad,16,7105
06,088,District-Faridabad,17,8131
06,088,District-Faridabad,18,14748
06,088,District-Faridabad,19,13229
06,089,District-Palwal ,5,19879
06,089,District-Palwal ,6,13542
06,089,District-Palwal ,7,5041
06,089,District-Palwal ,8,3403
06,089,District-Palwal ,9,2366
06,089,District-Palwal ,10,3263
06,089,District-Palwal ,11,2265
06,089,District-Palwal ,12,3339
06,089,District-Palwal ,13,3247
06,089,District-Palwal ,14,4553
06,089,District-Palwal ,15,5795
06,089,District-Palwal ,16,7108
06,089,District-Palwal ,17,7047
06,089,District-Palwal ,18,12983
06,089,District-Palwal ,19,10063
02,023,District-Chamba,5,7472
02,023,District-Chamba,6,4048
02,023,District-Chamba,7,1239
02,023,District-Chamba,8,618
02,023,District-Chamba,9,465
02,023,District-Chamba,10,634
02,023,District-Chamba,11,675
02,023,District-Chamba,12,861
02,023,District-Chamba,13,1115
02,023,District-Chamba,14,1490
02,023,District-Chamba,15,2138
02,023,District-Chamba,16,2684
02,023,District-Chamba,17,3473
02,023,District-Chamba,18,5269
02,023,District-Chamba,19,5592
02,024,District-Kangra,5,15242
02,024,District-Kangra,6,9957
02,024,District-Kangra,7,2235
02,024,District-Kangra,8,690
02,024,District-Kangra,9,806
02,024,District-Kangra,10,1292
02,024,District-Kangra,11,884
02,024,District-Kangra,12,708
02,024,District-Kangra,13,697
02,024,District-Kangra,14,896
02,024,District-Kangra,15,1363
02,024,District-Kangra,16,1863
02,024,District-Kangra,17,2993
02,024,District-Kangra,18,6093
02,024,District-Kangra,19,8002
02,025,District-Lahul & Spiti,5,330
02,025,District-Lahul & Spiti,6,218
02,025,District-Lahul & Spiti,7,85
02,025,District-Lahul & Spiti,8,26
02,025,District-Lahul & Spiti,9,13
02,025,District-Lahul & Spiti,10,20
02,025,District-Lahul & Spiti,11,15
02,025,District-Lahul & Spiti,12,26
02,025,District-Lahul & Spiti,13,28
02,025,District-Lahul & Spiti,14,59
02,025,District-Lahul & Spiti,15,76
02,025,District-Lahul & Spiti,16,83
02,025,District-Lahul & Spiti,17,128
02,025,District-Lahul & Spiti,18,155
02,025,District-Lahul & Spiti,19,210
02,026,District-Kullu,5,5217
02,026,District-Kullu,6,2953
02,026,District-Kullu,7,688
02,026,District-Kullu,8,272
02,026,District-Kullu,9,232
02,026,District-Kullu,10,331
02,026,District-Kullu,11,298
02,026,District-Kullu,12,346
02,026,District-Kullu,13,466
02,026,District-Kullu,14,717
02,026,District-Kullu,15,1067
02,026,District-Kullu,16,1546
02,026,District-Kullu,17,2265
02,026,District-Kullu,18,3881
02,026,District-Kullu,19,4006
02,027,District-Mandi,5,11816
02,027,District-Mandi,6,6825
02,027,District-Mandi,7,1345
02,027,District-Mandi,8,479
02,027,District-Mandi,9,370
02,027,District-Mandi,10,531
02,027,District-Mandi,11,432
02,027,District-Mandi,12,493
02,027,District-Mandi,13,548
02,027,District-Mandi,14,713
02,027,District-Mandi,15,1196
02,027,District-Mandi,16,1799
02,027,District-Mandi,17,2998
02,027,District-Mandi,18,5843
02,027,District-Mandi,19,7455
02,028,District-Hamirpur,5,4902
02,028,District-Hamirpur,6,3193
02,028,District-Hamirpur,7,514
02,028,District-Hamirpur,8,210
02,028,District-Hamirpur,9,259
02,028,District-Hamirpur,10,332
02,028,District-Hamirpur,11,151
02,028,District-Hamirpur,12,159
02,028,District-Hamirpur,13,174
02,028,District-Hamirpur,14,203
02,028,District-Hamirpur,15,327
02,028,District-Hamirpur,16,374
02,028,District-Hamirpur,17,648
02,028,District-Hamirpur,18,1378
02,028,District-Hamirpur,19,1796
02,029,District-Una,5,7105
02,029,District-Una,6,4940
02,029,District-Una,7,973
02,029,District-Una,8,495
02,029,District-Una,9,429
02,029,District-Una,10,628
02,029,District-Una,11,392
02,029,District-Una,12,449
02,029,District-Una,13,427
02,029,District-Una,14,530
02,029,District-Una,15,848
02,029,District-Una,16,1063
02,029,District-Una,17,1539
02,029,District-Una,18,3131
02,029,District-Una,19,3702
02,030,District-Bilaspur,5,4067
02,030,District-Bilaspur,6,2288
02,030,District-Bilaspur,7,363
02,030,District-Bilaspur,8,108
02,030,District-Bilaspur,9,266
02,030,District-Bilaspur,10,493
02,030,District-Bilaspur,11,312
02,030,District-Bilaspur,12,126
02,030,District-Bilaspur,13,109
02,030,District-Bilaspur,14,151
02,030,District-Bilaspur,15,283
02,030,District-Bilaspur,16,480
02,030,District-Bilaspur,17,804
02,030,District-Bilaspur,18,1731
02,030,District-Bilaspur,19,2343
02,031,District-Solan,5,6355
02,031,District-Solan,6,3831
02,031,District-Solan,7,988
02,031,District-Solan,8,443
02,031,District-Solan,9,469
02,031,District-Solan,10,667
02,031,District-Solan,11,449
02,031,District-Solan,12,472
02,031,District-Solan,13,456
02,031,District-Solan,14,619
02,031,District-Solan,15,967
02,031,District-Solan,16,1406
02,031,District-Solan,17,2106
02,031,District-Solan,18,4446
02,031,District-Solan,19,5267
02,032,District-Sirmaur,5,6957
02,032,District-Sirmaur,6,3737
02,032,District-Sirmaur,7,899
02,032,District-Sirmaur,8,399
02,032,District-Sirmaur,9,427
02,032,District-Sirmaur,10,609
02,032,District-Sirmaur,11,500
02,032,District-Sirmaur,12,536
02,032,District-Sirmaur,13,663
02,032,District-Sirmaur,14,1022
02,032,District-Sirmaur,15,1551
02,032,District-Sirmaur,16,2105
02,032,District-Sirmaur,17,2893
02,032,District-Sirmaur,18,4649
02,032,District-Sirmaur,19,5190
02,033,District-Shimla,5,9367
02,033,District-Shimla,6,6322
02,033,District-Shimla,7,2081
02,033,District-Shimla,8,533
02,033,District-Shimla,9,422
02,033,District-Shimla,10,486
02,033,District-Shimla,11,469
02,033,District-Shimla,12,453
02,033,District-Shimla,13,473
02,033,District-Shimla,14,694
02,033,District-Shimla,15,977
02,033,District-Shimla,16,1352
02,033,District-Shimla,17,1942
02,033,District-Shimla,18,3790
02,033,District-Shimla,19,4567
02,034,District-Kinnaur,5,895
02,034,District-Kinnaur,6,569
02,034,District-Kinnaur,7,178
02,034,District-Kinnaur,8,44
02,034,District-Kinnaur,9,23
02,034,District-Kinnaur,10,46
02,034,District-Kinnaur,11,48
02,034,District-Kinnaur,12,45
02,034,District-Kinnaur,13,64
02,034,District-Kinnaur,14,64
02,034,District-Kinnaur,15,114
02,034,District-Kinnaur,16,167
02,034,District-Kinnaur,17,292
02,034,District-Kinnaur,18,544
02,034,District-Kinnaur,19,670
01,001,District-Kupwara,5,20413
01,001,District-Kupwara,6,15691
01,001,District-Kupwara,7,6902
01,001,District-Kupwara,8,4728
01,001,District-Kupwara,9,3265
01,001,District-Kupwara,10,5441
01,001,District-Kupwara,11,3507
01,001,District-Kupwara,12,3196
01,001,District-Kupwara,13,2602
01,001,District-Kupwara,14,2995
01,001,District-Kupwara,15,3503
01,001,District-Kupwara,16,3990
01,001,District-Kupwara,17,3443
01,001,District-Kupwara,18,6477
01,001,District-Kupwara,19,4642
01,002,District-Badgam,5,19390
01,002,District-Badgam,6,15763
01,002,District-Badgam,7,6807
01,002,District-Badgam,8,5165
01,002,District-Badgam,9,3272
01,002,District-Badgam,10,4806
01,002,District-Badgam,11,3105
01,002,District-Badgam,12,3066
01,002,District-Badgam,13,2456
01,002,District-Badgam,14,3004
01,002,District-Badgam,15,3560
01,002,District-Badgam,16,4341
01,002,District-Badgam,17,3890
01,002,District-Badgam,18,6744
01,002,District-Badgam,19,4748
01,003,District-Leh(Ladakh),5,924
01,003,District-Leh(Ladakh),6,680
01,003,District-Leh(Ladakh),7,247
01,003,District-Leh(Ladakh),8,96
01,003,District-Leh(Ladakh),9,96
01,003,District-Leh(Ladakh),10,126
01,003,District-Leh(Ladakh),11,87
01,003,District-Leh(Ladakh),12,71
01,003,District-Leh(Ladakh),13,83
01,003,District-Leh(Ladakh),14,101
01,003,District-Leh(Ladakh),15,146
01,003,District-Leh(Ladakh),16,172
01,003,District-Leh(Ladakh),17,232
01,003,District-Leh(Ladakh),18,364
01,003,District-Leh(Ladakh),19,490
01,004,District-Kargil,5,1946
01,004,District-Kargil,6,1297
01,004,District-Kargil,7,543
01,004,District-Kargil,8,236
01,004,District-Kargil,9,151
01,004,District-Kargil,10,229
01,004,District-Kargil,11,161
01,004,District-Kargil,12,141
01,004,District-Kargil,13,114
01,004,District-Kargil,14,173
01,004,District-Kargil,15,278
01,004,District-Kargil,16,314
01,004,District-Kargil,17,396
01,004,District-Kargil,18,635
01,004,District-Kargil,19,653
01,005,District-Punch,5,9564
01,005,District-Punch,6,6496
01,005,District-Punch,7,2692
01,005,District-Punch,8,1578
01,005,District-Punch,9,1070
01,005,District-Punch,10,1492
01,005,District-Punch,11,1032
01,005,District-Punch,12,1264
01,005,District-Punch,13,1131
01,005,District-Punch,14,1337
01,005,District-Punch,15,2343
01,005,District-Punch,16,2407
01,005,District-Punch,17,2255
01,005,District-Punch,18,4315
01,005,District-Punch,19,3249
01,006,District-Rajouri,5,12974
01,006,District-Rajouri,6,9096
01,006,District-Rajouri,7,3641
01,006,District-Rajouri,8,2382
01,006,District-Rajouri,9,1380
01,006,District-Rajouri,10,2186
01,006,District-Rajouri,11,1453
01,006,District-Rajouri,12,1882
01,006,District-Rajouri,13,1668
01,006,District-Rajouri,14,2066
01,006,District-Rajouri,15,3148
01,006,District-Rajouri,16,3570
01,006,District-Rajouri,17,3209
01,006,District-Rajouri,18,6140
01,006,District-Rajouri,19,4633
01,007,District-Kathua,5,9384
01,007,District-Kathua,6,7028
01,007,District-Kathua,7,2665
01,007,District-Kathua,8,1329
01,007,District-Kathua,9,910
01,007,District-Kathua,10,1073
01,007,District-Kathua,11,891
01,007,District-Kathua,12,1148
01,007,District-Kathua,13,1132
01,007,District-Kathua,14,1357
01,007,District-Kathua,15,1967
01,007,District-Kathua,16,2400
01,007,District-Kathua,17,2868
01,007,District-Kathua,18,4626
01,007,District-Kathua,19,4388
01,008,District-Baramula,5,16501
01,008,District-Baramula,6,11734
01,008,District-Baramula,7,4587
01,008,District-Baramula,8,2969
01,008,District-Baramula,9,1925
01,008,District-Baramula,10,3101
01,008,District-Baramula,11,2221
01,008,District-Baramula,12,2302
01,008,District-Baramula,13,2042
01,008,District-Baramula,14,2594
01,008,District-Baramula,15,3891
01,008,District-Baramula,16,4716
01,008,District-Baramula,17,4435
01,008,District-Baramula,18,8394
01,008,District-Baramula,19,5998
01,009,District-Bandipore,5,6991
01,009,District-Bandipore,6,5181
01,009,District-Bandipore,7,2602
01,009,District-Bandipore,8,2143
01,009,District-Bandipore,9,1453
01,009,District-Bandipore,10,2401
01,009,District-Bandipore,11,1496
01,009,District-Bandipore,12,1700
01,009,District-Bandipore,13,1492
01,009,District-Bandipore,14,1814
01,009,District-Bandipore,15,2561
01,009,District-Bandipore,16,2980
01,009,District-Bandipore,17,2776
01,009,District-Bandipore,18,4802
01,009,District-Bandipore,19,3244
01,010,District-Srinagar,5,13306
01,010,District-Srinagar,6,10762
01,010,District-Srinagar,7,4245
01,010,District-Srinagar,8,2764
01,010,District-Srinagar,9,2153
01,010,District-Srinagar,10,3192
01,010,District-Srinagar,11,2383
01,010,District-Srinagar,12,2424
01,010,District-Srinagar,13,2276
01,010,District-Srinagar,14,2755
01,010,District-Srinagar,15,3885
01,010,District-Srinagar,16,4282
01,010,District-Srinagar,17,4424
01,010,District-Srinagar,18,7494
01,010,District-Srinagar,19,6441
01,011,District-Ganderbal,5,5514
01,011,District-Ganderbal,6,4840
01,011,District-Ganderbal,7,2282
01,011,District-Ganderbal,8,1792
01,011,District-Ganderbal,9,1252
01,011,District-Ganderbal,10,2083
01,011,District-Ganderbal,11,1391
01,011,District-Ganderbal,12,1138
01,011,District-Ganderbal,13,1026
01,011,District-Ganderbal,14,1113
01,011,District-Ganderbal,15,1547
01,011,District-Ganderbal,16,1693
01,011,District-Ganderbal,17,1557
01,011,District-Ganderbal,18,2716
01,011,District-Ganderbal,19,2112
01,012,District-Pulwama,5,8332
01,012,District-Pulwama,6,5842
01,012,District-Pulwama,7,2174
01,012,District-Pulwama,8,1494
01,012,District-Pulwama,9,925
01,012,District-Pulwama,10,1497
01,012,District-Pulwama,11,986
01,012,District-Pulwama,12,927
01,012,District-Pulwama,13,870
01,012,District-Pulwama,14,1142
01,012,District-Pulwama,15,1793
01,012,District-Pulwama,16,2299
01,012,District-Pulwama,17,2292
01,012,District-Pulwama,18,4366
01,012,District-Pulwama,19,3288
01,013,District-Shupiyan,5,4110
01,013,District-Shupiyan,6,3028
01,013,District-Shupiyan,7,1210
01,013,District-Shupiyan,8,815
01,013,District-Shupiyan,9,460
01,013,District-Shupiyan,10,830
01,013,District-Shupiyan,11,468
01,013,District-Shupiyan,12,561
01,013,District-Shupiyan,13,520
01,013,District-Shupiyan,14,703
01,013,District-Shupiyan,15,1052
01,013,District-Shupiyan,16,1304
01,013,District-Shupiyan,17,1294
01,013,District-Shupiyan,18,2501
01,013,District-Shupiyan,19,1682
01,014,District-Anantnag,5,23675
01,014,District-Anantnag,6,18233
01,014,District-Anantnag,7,7937
01,014,District-Anantnag,8,5336
01,014,District-Anantnag,9,3518
01,014,District-Anantnag,10,5419
01,014,District-Anantnag,11,3614
01,014,District-Anantnag,12,3809
01,014,District-Anantnag,13,3128
01,014,District-Anantnag,14,3608
01,014,District-Anantnag,15,4924
01,014,District-Anantnag,16,5644
01,014,District-Anantnag,17,5080
01,014,District-Anantnag,18,9246
01,014,District-Anantnag,19,6399
01,015,District-Kulgam,5,7639
01,015,District-Kulgam,6,5559
01,015,District-Kulgam,7,2430
01,015,District-Kulgam,8,1472
01,015,District-Kulgam,9,1033
01,015,District-Kulgam,10,1814
01,015,District-Kulgam,11,1173
01,015,District-Kulgam,12,938
01,015,District-Kulgam,13,906
01,015,District-Kulgam,14,995
01,015,District-Kulgam,15,1674
01,015,District-Kulgam,16,2014
01,015,District-Kulgam,17,2084
01,015,District-Kulgam,18,3622
01,015,District-Kulgam,19,2921
01,016,District-Doda,5,8695
01,016,District-Doda,6,6255
01,016,District-Doda,7,2586
01,016,District-Doda,8,1213
01,016,District-Doda,9,743
01,016,District-Doda,10,942
01,016,District-Doda,11,841
01,016,District-Doda,12,968
01,016,District-Doda,13,935
01,016,District-Doda,14,1157
01,016,District-Doda,15,1589
01,016,District-Doda,16,1855
01,016,District-Doda,17,2064
01,016,District-Doda,18,3136
01,016,District-Doda,19,3235
01,017,District-Ramban,5,6308
01,017,District-Ramban,6,4681
01,017,District-Ramban,7,2332
01,017,District-Ramban,8,1692
01,017,District-Ramban,9,1121
01,017,District-Ramban,10,1565
01,017,District-Ramban,11,1358
01,017,District-Ramban,12,1566
01,017,District-Ramban,13,1485
01,017,District-Ramban,14,1640
01,017,District-Ramban,15,2166
01,017,District-Ramban,16,2193
01,017,District-Ramban,17,1986
01,017,District-Ramban,18,3385
01,017,District-Ramban,19,2640
01,018,District-Kishtwar,5,4474
01,018,District-Kishtwar,6,3273
01,018,District-Kishtwar,7,1657
01,018,District-Kishtwar,8,1204
01,018,District-Kishtwar,9,837
01,018,District-Kishtwar,10,1268
01,018,District-Kishtwar,11,825
01,018,District-Kishtwar,12,1014
01,018,District-Kishtwar,13,846
01,018,District-Kishtwar,14,900
01,018,District-Kishtwar,15,1267
01,018,District-Kishtwar,16,1290
01,018,District-Kishtwar,17,1267
01,018,District-Kishtwar,18,2039
01,018,District-Kishtwar,19,1673
01,019,District-Udhampur,5,10013
01,019,District-Udhampur,6,6907
01,019,District-Udhampur,7,2618
01,019,District-Udhampur,8,1578
01,019,District-Udhampur,9,951
01,019,District-Udhampur,10,1306
01,019,District-Udhampur,11,1125
01,019,District-Udhampur,12,1432
01,019,District-Udhampur,13,1558
01,019,District-Udhampur,14,1846
01,019,District-Udhampur,15,2496
01,019,District-Udhampur,16,2936
01,019,District-Udhampur,17,3410
01,019,District-Udhampur,18,5369
01,019,District-Udhampur,19,5014
01,020,District-Reasi,5,6909
01,020,District-Reasi,6,5258
01,020,District-Reasi,7,2569
01,020,District-Reasi,8,1800
01,020,District-Reasi,9,1209
01,020,District-Reasi,10,1594
01,020,District-Reasi,11,1168
01,020,District-Reasi,12,1471
01,020,District-Reasi,13,1159
01,020,District-Reasi,14,1255
01,020,District-Reasi,15,1777
01,020,District-Reasi,16,2050
01,020,District-Reasi,17,1923
01,020,District-Reasi,18,3455
01,020,District-Reasi,19,2800
01,021,District-Jammu,5,16431
01,021,District-Jammu,6,12491
01,021,District-Jammu,7,3622
01,021,District-Jammu,8,1858
01,021,District-Jammu,9,1282
01,021,District-Jammu,10,1871
01,021,District-Jammu,11,1376
01,021,District-Jammu,12,1716
01,021,District-Jammu,13,1543
01,021,District-Jammu,14,2023
01,021,District-Jammu,15,3091
01,021,District-Jammu,16,4115
01,021,District-Jammu,17,5190
01,021,District-Jammu,18,9837
01,021,District-Jammu,19,8729
01,022,District-Samba,5,4119
01,022,District-Samba,6,3038
01,022,District-Samba,7,745
01,022,District-Samba,8,375
01,022,District-Samba,9,240
01,022,District-Samba,10,338
01,022,District-Samba,11,233
01,022,District-Samba,12,347
01,022,District-Samba,13,291
01,022,District-Samba,14,410
01,022,District-Samba,15,669
01,022,District-Samba,16,871
01,022,District-Samba,17,1225
01,022,District-Samba,18,2333
01,022,District-Samba,19,2066
20,346,District-Garhwa ,5,33401
20,346,District-Garhwa ,6,27234
20,346,District-Garhwa ,7,10421
20,346,District-Garhwa ,8,8583
20,346,District-Garhwa ,9,4175
20,346,District-Garhwa ,10,6685
20,346,District-Garhwa ,11,3757
20,346,District-Garhwa ,12,6028
20,346,District-Garhwa ,13,4266
20,346,District-Garhwa ,14,5500
20,346,District-Garhwa ,15,7446
20,346,District-Garhwa ,16,8033
20,346,District-Garhwa ,17,6043
20,346,District-Garhwa ,18,14172
20,346,District-Garhwa ,19,8258
20,347,District-Chatra,5,25735
20,347,District-Chatra,6,21136
20,347,District-Chatra,7,7966
20,347,District-Chatra,8,6960
20,347,District-Chatra,9,3826
20,347,District-Chatra,10,6165
20,347,District-Chatra,11,3395
20,347,District-Chatra,12,5681
20,347,District-Chatra,13,3982
20,347,District-Chatra,14,5252
20,347,District-Chatra,15,7430
20,347,District-Chatra,16,7484
20,347,District-Chatra,17,5863
20,347,District-Chatra,18,13691
20,347,District-Chatra,19,8237
20,348,District-Kodarma,5,17486
20,348,District-Kodarma,6,13696
20,348,District-Kodarma,7,4420
20,348,District-Kodarma,8,3349
20,348,District-Kodarma,9,1665
20,348,District-Kodarma,10,2606
20,348,District-Kodarma,11,1513
20,348,District-Kodarma,12,2365
20,348,District-Kodarma,13,1732
20,348,District-Kodarma,14,2096
20,348,District-Kodarma,15,3532
20,348,District-Kodarma,16,3598
20,348,District-Kodarma,17,3788
20,348,District-Kodarma,18,8493
20,348,District-Kodarma,19,5802
